text,category
"Shoutout sa LGU, public toilet walang tubig at madumi sa likod ng City Hall. Paki actionan agad.",sanitation
"Tulungan niyo kami sa near the gate of BISCAST, extortion attempt.",public_safety
Kindly inspect Tinago due to 4ps gambling money.,social_services
Kindly ceck behind NICC Doctors Hospital due to murky river tubig.,sanitation
"Tindi naman, dumudura kung saan saan dito Panicuason! Ano na??",sanitation
"Grabe naman, fuse cutout exploded dito San Francisco! Ano na??",utilities
"Kami po ay taga Carolina, report ko lang na buhol-buhol rerouting confusion.",traffic
May aberya sa Liboton: conduction sticker missing.,traffic
Report ko lng no water in second floor s tapat ng Puregold.,utilities
Huy pansinin niyo naman to. inom sa kalsada hanggang madaling araw Concepcion Pequeña. Nakaka-stress!,public_safety
Urgent: rape attempt report Tringulo.,public_safety
help. police response slow santa cruz. pls fix.,public_safety
"Shoutout sa LGU, trash bins boken Peñafrancia. Please actionan agad.",waste_management
Help. delayed ng sweldo ng workers Cocepcion Pequeña. Pls fix.,employment
"Shoutout near LGU, milk feeding program across Robinsons Place. Please actionan agad.",social_services
We are requesting immediate action with di collected the biodegradable around Carolina.,waste_management
Huy pansinin niyo naman to. unfinished government building Concepcion Pequeña. Nakaka-stress!,infrastructure
Concern: hair in food reklamo observed in near Carmelite Monastery. Please investigate.,sanitation
Kailan po maaayos ang street name painted over sa front of Bicol Medical Center (BMC)?,infrastructure
Good day. Requesting assistance: lost id replacement process Igualdad.,social_services
"Ask ko lang po kung may action na, tumataas ang cases ng dengue kasi dito malapit sa Concepcion Pequeña Elementary School.",health
Urgent: bitak-bitak na ng pader Dinaga.,infrastructure
Kindly check Dinaga due to dogs scattering basura.,waste_management
We demand support with stalker alert around Concepcion Pequeña.,public_safety
Huy pansinin niyo naman to. ofw helppp desk across Vista Mall. Nakaka-stress!,employment
Sumbong ko lang po ang double parking in main kalsada sa may sa parking ng Naga Parochial School.,traffic
Huy pasinin niyo naman to. methane gas smell inside the vicinity of San Isidro. Nakaka-stress!,waste_management
Kindly check Calauag due to lost id pagpalit process.,social_services
Good day. Requesting assistance: ipis infestation sa area sa tapat ng Plaza Medica.,sanitation
"Shoutout sa LGU, dead cat on street along St. John Hospital. Sana actionan agad.",sanitation
Huy pansinin niyo naman to. taxi contracting fare Cararayan. Nakaka-stress!,traffic
Formal complaint: medical assistance for indigent located malapit sa Santa Cruz.,social_services
I would like to reklamo that one way violation San Francisco.,traffic
"Kami po ay taga Dayangdang, report ko lang na dead dog decomposing.",sanitation
"Shoutout sa LGU, playground equipment broken Sabang. Please actionan agad.",infrastructure
"Shoutout sa LGU, hanging bridge sway Tinaxo. Sana actionan agad.",infrastructure
report ko lng guy wire dngerous tinago.,utilities
"Lala naman, comelec satellite office dito Carolina! Ano na??",social_services
"Ask ko lang po kung may action na, sanitary napkins on street kasi dito sa may parking ng City Health Office.",sanitation
Report ko lng burst sewage pipe inside the vicinity of Peñafrancia Shrine.,sanitation
Help. e-trike regulation s parking ng Naga City Science High School. Pls fix.,traffic
TULONG. WALNG SIDEWALK NA MADAANAN ALONG BALATAS. PLS FIX.,infrastructure
Formal complaint: clearance holding located inside the vicinity of Naga Central School.,employment
"Grabeh naman, marriage license requirement dito beside Abella! Ano na??",social_services
"Concerned lang po kami sa mga bata, benches broken beside Deca Hmes area.",infrastructure
We need help with fogging iskedyul around at the parking of Capitol.,health
We need help with mosquito breeding ground around San Francisco.,sanitation
Raise ng concern ko lng rapid test kit availability malapit s Barngay Hall.,health
Concern: sanitary permit for food observed in Mabolo. Kindly investigate.,health
Help. cenomar request Tringulo. Pls fix.,social_services
URGENT: VOLUNTEER PROGRAM JOIN S LIKOD NG MAGSYSY FOOD STRIP.,social_services
Urgent: calamity loan inquiry Del Rosrio.,social_services
Huy pansinin niyo naman to. rotten vegetables dumping San Felipe. Nakaka-stress!,sanitation
"Grabe naman, adoption process inquiry dito Santa Cruz! Ano na??",social_services
Formal complaint: curfew violation ng mga minor located San Isidro.,public_safety
Ireport ko lng dust from construction Abella.,sanitation
Huy pansinin niyo naman to. cash assistance pxyout malapit sa Ago Foundation. Nakaka-stress!,social_services
Report ko lng broken gass dnger Lerma.,waste_management
Urgent: dust from construction near the gate of Carmelite Monastery.,sanitation
Help. street light sensor broken s parking ng Brentwood College. Pls fix.,utilities
Could you please be informed that there is reckless driving sumbong at Mabolo.,traffic
good day. requesting assistance: snake bite emergency beside magsaysay food strix.,health
"ASK KO LANG PO KUNG MAY ACTION NA, JUNK SHOP COMPLAINT KASI DITO MABOLO.",waste_management
"Shoutout loc: LGU, stolen electric meter iside the vicinity of Our Lady of Immaculate Conception. Please actionan agad.",utilities
Formal complaint: stampede risk located Calauag.,public_safety
KELAN PO MAAAYOS ANG MILK FEEDING PROGRAM SA BESIDE OUR LADY OF IMMACULATE CONCEPTION?,social_services
"SHOUTOUT DITO SA LGU, FAKE LICENSE PLATE MALAPIT SA ROBERTSON MALL. PLEASE ACTIONAN AGAD.",traffic
"Ask ko lang po kung may action na, penalty for littering inquiry kasi dito near the gate of Mabolo.",waste_management
Help. fake id usge Bagumbayan. Pls fix.,public_safety
Good day. Requesting assistance: walang sidewalk na madaanan Concepcion Pequeña.,infrastructure
"Tulungan niyo kami sa Dinaga, paint can disposal.",waste_management
Formal complaint: age limit in hiring located along LCC Mall.,employment
"Concerned lang po kami sa mga bata, pwd accessibility ramp Lerma.",social_services
"Kami po ay taga sa parking ng Plaza Medica, raise ng concern ko lang na pwd ramp blocked.",traffic
Report ko lng budget for road missing s tapat ng Concepcion Pequeña Elementary School.,infrastructure
"Kami po ay taga front of Capitol, ireport ko lang na structural integrity doubt.",infrastructure
"Concerned lang po kami near mga bata, barangay clearance fee Igualdad.",social_services
Huy pansinin niyo naman to. defective solar lights front of Deca Homes area. Nakaka-stress!,infrastructure
Nais ko pong ipagbigay alam na no ppe provided sa Tabuco.,employment
HELP. CYBERBULLYING REPORT ACROSS BISCAST. PLS FIX.,public_safety
"Grabe naman, sparking wires sa poste dito sa parking ng St. John Hospital! Ano na??",utilities
"SOBRA NAMAN, DIVIDER DESTROYED DITO CALAUAG! ANO NA??",infrastructure
Report ko lng birthday cash gift for senior inside the vicinity of Fire Station.,social_services
We are requesting immediate assistance regarding light bulb disposal near behind Tinago.,waste_management
Good day. Requesting assistance: horn honking excessive Cararayan.,traffic
Huy pansinin niyo naman to. ghost project reported inside the vicinity of NICC Doctors Hospital. Nakaka-stress!,infrastructure
Help. walng benefits na binibigay Concepcion Pequeña. Pls fix.,employment
I would like to sumbong that algae bloom in pond sa likod ng NICC Doctors Hospital.,sanitation
Formal complaint: tapon basura kahit saan located Pacol.,waste_management
Huy pansinin niyo naman to. scavengers scattering trash inside the vicinity of City Hall. Nakaka-stress!,waste_management
I would like to ireport that rat infestation in market Liboton.,sanitation
"Ask ko lang po kung may action na, pwd ramp blocked kasi dito dito sa may San Francisco Church.",traffic
"Pakiusap, may texting while driving sa inside the vicinity of Robertson Mall.",traffic
"Shoutout sa LGU, union busting activity Concepcon Pequeña. Kindly actionan agad.",employment
Formal complaint: dental services unavailable located Calauag.,health
"Grabe naman, single use plastic violation dito sa parking ng San Felipe! Ano na??",waste_management
I would like to report that chicken dung smell San Felipe.,sanitation
huy pansinin niyo naman to. salary below minimum wage pacol. nakaka-stress!,employment
This is a notification abot akyat huse insidente sumbong located at Balatas.,public_safety
Formal complaint: food pack distribution located Lerma.,social_services
"Tulungan niyo kami sa front of Carmelite Monastery, pedicab on highway.",traffic
Help. fake id usge s likod ng Tinago High School. Pls fix.,public_safety
"Kami po ay taga beside Naga Parochial School, report ko lang na number coding violation.",traffic
"Ask ko lang po kung may action na, scrap metal mssy kasi dito Igualdad.",waste_management
"Kami po ay taga Triangulo, reklamo ko lang na grocery discount senior.",social_services
Formal complaint: burning rubber smell located Lerma.,waste_management
"Kami po ay taga Pacol, report ko lang na educational assistance payout.",social_services
Urgent: shocking electricity bill amount San Felipe.,utilities
"Concerned lang po kami sa mga bata, single use plastic violation Liboton.",waste_management
report ko lng baha s kalsda dinaga.,infrastructure
"Ask ko lang po kung may action na, scrap metal messy kasi dito beside Ago Foundation.",waste_management
Report ko lng walng segregation policy Dinaga.,waste_management
I would like to ireport that terminal fooring broken Tabuco.,infrastructure
Help. certificate of residency near the gate of Ateneo de Naga. Pls fix.,social_services
"Ask ko lang po kung may action na, amoy ihi ang pader kasi dito front of Peñafrancia Shrine.",sanitation
Report ko lng polio vaccine availability Panicuason.,health
I would like to report that paano kumuha ng pwd id across Naga City Hospital.,social_services
Concern: truck hit wire observed in Santa Cruz. Please investigate.,utilities
Huy pansinin niyo naman to. senior citizen booklet inside the vicinity of City Health Office. Nakaka-stress!,social_services
We are requesting immediate assistance regarding pregnant women tulong near across University of Nueva Caceres (UNC).,health
Maari po bang aksyunan ang low voltage aircon not working dito sa Pacol.,utilities
Formal complaint: snake entered house located s parking ng Concepcion Pequeña Elementary School.,public_safety
"Grabe naman, topload passenger jeep dito San Isidro! Ano na??",traffic
Formal complaint: suspicious person taking photos located sa likod ng Naga Parochial School.,public_safety
Kailan po maaayos ang no contract signed sa beside Triangulo?,employment
"Ask ko lang po kung may action na, poaching of employees kasi dito sa likod ng Carmelite Monastery.",employment
Please be informed that there is unfinished kalsada works causing trapik at near the gate of Capitol.,infrastructure
I would like to report that nawalan ng internet connection Concepcion Grande.,utilities
MAARI PO BANG AKSYUNAN ANG CULVERT COLLAPSED DITO SA LERMA.,infrastructure
"Kami po ay taga loc: liod ng Bicol Medical Center (BMC), report ko lang na libre sakay schedule.",traffic
Kailan po maaayos ang residual waste pile up sa Igualdad?,waste_management
Huy pansinin niyo naman to. animal cruelty report loc: may San Francisco. Nakaka-stress!,public_safety
Formal complaint: philhealth coverage inquiry located beside Naga Central School.,health
Formal complaint: home for the aged visit located Del Rosari.,social_services
"Concerned lang po kami sa mga bata, defect ang traffic light San Isidro.",traffic
Help. building code violation along Metropolitan Cathedral. Pls fix.,infrastructure
"ASK KO LANG PO KUNG MAY ACTION NA, TAMPERED SEAL METER KASI DITO SA MAY DIVERSION ROAD COMMERCIAL AREA.",utilities
Help. puj phaseout concern inside the vicinity of City Heath Office. Pls fix.,traffic
Formal complaint: height requirement complaint located Cararayan.,employment
"Kami po ay taga inside the vicinity of Tinago, report ko lang na sobrang dilim ng eskinita.",public_safety
